5419500,3575300,2373400,87615,56097,35460,328.59,205.8,137.17,1.88E-10,1.80E-10,1.71E-10,1.15E-10,1.13E-10,1.13E-10,3.13E-10,3.09E-10,2.92E-10,5408.1,2232.6,933.13,0.88239,0.3556,0.1413,0.000032443,0.000013001,5.48E-06,739060,620500,433240,1612.9,1323.6,2987.1,65.112,17.743,1.0912,1.85E-10,1.75E-10,1.66E-10,1.14E-10,1.14E-10,1.13E-10,3.01E-10,3.08E-10,2.92E-10,5493.1,2296.1,963.69,0.88867,0.35423,0.14181,0.000033687,0.00001306,0.000005472,2.61E-08,4.27E-08,7.77E-08,1.86E-07,4.96E-07,2.31E-06,0.00060374,0.00041656,0.000065533,38323000,23426000,12878000,5371700,2014800,432890,1656.3,2400.6,15260,1.86E-07,2.80E-07,4.23E-07,0.00001147,0.000017975,0.000028318,0.0030523,0.0048806,0.0073143,-81.77,-80.32,-79.29,-88.9,-91.67,-94.66,-101.37,-94.89,-89.5,0.14463,0.17057,0.18914,0.01924,0.02911,0.08144,0.20112,0.08559,0.00869,6.91,5.86,5.29,51.98,34.35,12.28,4.97,11.68,115.04
1595100,1041400,676480,23397,15096,9665.3,118.93,86.636,67.179,6.36E-10,6.14E-10,5.96E-10,4.31E-10,4.20E-10,4.14E-10,8.60E-10,7.80E-10,6.62E-10,1595.5,655.01,268.1,0.2353,0.095702,0.038632,0.000011801,5.15E-06,2.41E-06,189120,132140,90181,1329.8,312.94,299.55,20.457,30.013,29.469,6.20E-10,5.99E-10,5.80E-10,4.27E-10,4.17E-10,4.10E-10,8.32E-10,6.85E-10,5.35E-10,1636.9,671.29,275.81,0.23737,0.096439,0.038985,0.000012198,5.87E-06,2.99E-06,7.13E-08,1.20E-07,1.92E-07,2.32E-06,1.30E-06,3.22E-06,0.0014255,0.0039695,0.0065026,14027000,8327900,5220600,430720,766980,310290,701.53,251.92,153.79,6.09E-07,9.37E-07,1.44E-06,0.000041854,0.00006509,0.00010163,0.0083387,0.011471,0.014835,-83.63,-82.92,-82.59,-86.97,-88.91,-91.88,-80.42,-69.99,-64.25,0.11158,0.12413,0.13011,0.05291,0.0191,0.03286,0.16886,0.36414,0.48235,8.96,8.06,7.69,18.9,52.35,30.43,5.92,2.75,2.07
2970400,1918600,1260200,41927,26732,16998,170.14,111.7,80.396,3.41E-10,3.33E-10,3.20E-10,2.40E-10,2.37E-10,2.36E-10,5.93E-10,5.70E-10,5.10E-10,2975,1207.4,499.78,0.42222,0.16948,0.06781,0.000017108,0.00000705,3.13E-06,317310,235060,161380,957.39,456.69,1171.3,10.187,10.738,17.843,3.44E-10,3.33E-10,3.21E-10,2.44E-10,2.41E-10,2.38E-10,5.98E-10,5.70E-10,5.08E-10,2946.3,1208.7,498.62,0.41521,0.16691,0.067052,0.000016975,7.06E-06,0.00000315,3.75E-08,6.34E-08,1.04E-07,5.59E-07,5.63E-07,4.09E-06,0.00033041,0.00091193,0.0027785,26670000,15779000,9617400,1787900,1777500,244370,3026.6,1096.6,359.9,3.52E-07,5.43E-07,8.26E-07,0.000024627,0.000038607,0.000060826,0.0060028,0.0091094,0.013073,-83.65,-82.91,-82.56,-88.57,-90.69,-93.79,-92.91,-83.92,-77.34,0.11122,0.12443,0.13053,0.02493,0.01212,0.06617,0.05084,0.10661,0.22464,8.99,8.04,7.66,40.11,82.52,15.11,19.67,9.38,4.45
1824600,1215600,804260,28851,18602,11932,129.81,87.571,62.975,5.66E-10,5.33E-10,5.07E-10,3.50E-10,3.41E-10,3.35E-10,7.76E-10,7.38E-10,6.71E-10,1793.8,754.51,315.58,0.29017,0.11793,0.047683,0.000013073,0.000005448,2.38E-06,397470,248320,155060,1596.1,338.46,429.38,2.5809,16.928,20.374,5.25E-10,5.04E-10,4.80E-10,3.45E-10,3.38E-10,3.32E-10,7.73E-10,7.08E-10,6.00E-10,1931.2,798.3,333.26,0.29418,0.11909,0.048143,0.000013132,5.68E-06,0.000002665,9.97E-08,1.40E-07,2.16E-07,1.95E-06,8.71E-07,3.13E-06,0.00013079,0.002169,0.0051015,10029000,7134400,4627300,512790,1148100,319730,7645.8,461.04,196.02,5.05E-07,7.76E-07,1.18E-06,0.000033564,0.000052305,0.000081831,0.0075981,0.011292,0.015756,-81.33,-81.1,-81.03,-86.99,-89.32,-92.4,-89.27,-79.26,-71.52,0.15245,0.15652,0.15788,0.05252,0.01188,0.04196,0.01279,0.18963,0.3342,6.56,6.39,6.33,19.04,84.17,23.83,78.2,5.27,2.99
4371300,2834800,1905100,69786,44341,27945,261.09,164.4,110.89,2.32E-10,2.26E-10,2.13E-10,1.44E-10,1.43E-10,1.44E-10,3.92E-10,3.86E-10,3.61E-10,4364.7,1776.3,749.51,0.70288,0.28108,0.11136,0.000025904,0.000010411,4.43E-06,577490,434130,341370,1036.7,1075,2324.6,45.127,8.2909,6.1654,2.30E-10,2.19E-10,2.07E-10,1.45E-10,1.44E-10,1.43E-10,3.82E-10,3.87E-10,3.62E-10,4412.1,1839.5,770.99,0.69746,0.28001,0.11183,0.000026539,0.000010384,4.42E-06,3.25E-08,5.93E-08,9.64E-08,1.85E-07,6.37E-07,0.000003057,0.00066095,0.00030491,0.00050882,30767000,16860000,10376000,5400200,1570400,327110,1513,3279.6,1965.3,2.32E-07,3.55E-07,5.29E-07,0.000014455,0.000022715,0.000036098,0.0038612,0.0061334,0.0090817,-81.43,-79.93,-79.31,-88.93,-91.61,-94.88,-99.83,-92.84,-86.75,0.15068,0.17764,0.18886,0.0186,0.02805,0.08539,0.17335,0.04965,0.05676,6.64,5.63,5.29,53.77,35.65,11.71,5.77,20.14,17.62
1082400,730970,496980,22263,14681,9613.4,124.07,88.715,67.613,9.71E-10,9.02E-10,8.36E-10,4.57E-10,4.34E-10,4.16E-10,8.21E-10,7.54E-10,6.52E-10,1045.1,445.83,191.21,0.22219,0.092716,0.038425,0.000012364,5.33E-06,2.45E-06,308330,199920,135460,3010.7,1313.9,285.45,18.106,28.231,28.441,8.83E-10,8.27E-10,7.66E-10,4.41E-10,4.27E-10,4.13E-10,8.01E-10,6.77E-10,5.36E-10,1148.7,486.35,208.69,0.23023,0.094136,0.038725,0.000012662,5.94E-06,2.98E-06,2.46E-07,3.63E-07,5.31E-07,6.32E-06,5.95E-06,3.04E-06,0.0011579,0.0035632,0.0061874,4072200,2751200,1882200,158330,168050,328570,863.66,280.65,161.62,8.87E-07,1.32E-06,1.94E-06,0.000043487,0.000066115,0.00010143,0.0079829,0.011198,0.014721,-75.24,-75.04,-74.77,-82.46,-85.19,-88.64,-82.01,-71.79,-65.46,0.26345,0.26729,0.27231,0.13229,0.08419,0.02379,0.14037,0.32905,0.45654,3.8,3.74,3.67,7.56,11.88,42.03,7.12,3.04,2.19
1961200,1273700,842710,29204,18750,11984,133.8,93.127,69.28,5.20E-10,5.04E-10,4.80E-10,3.45E-10,3.38E-10,3.34E-10,7.55E-10,7.04E-10,6.20E-10,1952.2,798.43,332.95,0.29387,0.11889,0.047876,0.00001344,5.71E-06,2.58E-06,300400,191510,130000,1317.5,159.87,524.43,10.038,23.499,25.283,5.15E-10,4.94E-10,4.75E-10,3.48E-10,3.41E-10,3.36E-10,7.55E-10,6.61E-10,5.38E-10,1969.2,813.71,336.87,0.29128,0.11779,0.047581,0.000013446,6.08E-06,0.00000297,8.18E-08,1.26E-07,1.89E-07,1.72E-06,5.72E-07,0.000003651,0.0005833,0.0027536,0.0053298,12230000,7956100,5300900,581930,1746700,273900,1714.4,363.16,187.62,5.23E-07,7.94E-07,1.21E-06,0.000034751,0.000054094,0.000084527,0.0075408,0.01081,0.014511,-80.8,-81.07,-80.93,-87.37,-89.43,-92.47,-85.44,-75.12,-68.36,0.16197,0.15712,0.15971,0.04591,0.00995,0.04307,0.07969,0.26566,0.39676,6.17,6.36,6.26,21.78,100.49,23.22,12.55,3.76,2.52
1391700,906090,590670,20702,13407,8635.9,114.8,85.555,67.28,7.29E-10,7.06E-10,6.83E-10,4.88E-10,4.73E-10,4.63E-10,9.00E-10,8.04E-10,6.72E-10,1391.3,569.57,234.02,0.20802,0.084964,0.03453,0.000011272,5.00E-06,2.38E-06,170820,118870,80133,1450.5,452.27,125.09,25.629,33.233,31.368,7.11E-10,6.86E-10,6.65E-10,4.82E-10,4.70E-10,4.60E-10,8.53E-10,6.82E-10,5.26E-10,1426.8,585.71,240.42,0.21034,0.085534,0.034733,0.000011898,5.89E-06,3.04E-06,8.48E-08,1.35E-07,2.24E-07,3.18E-06,2.49E-06,1.76E-06,0.0019217,0.0045147,0.0068976,11795000,7389100,4455400,314180,401550,568640,520.38,221.5,144.98,7.02E-07,1.08E-06,1.66E-06,0.000047566,0.000073535,0.00011422,0.0086439,0.011627,0.014812,-83.36,-82.98,-82.44,-86.31,-88.16,-90.96,-77.41,-67.34,-62.42,0.1164,0.12323,0.13275,0.06449,0.03214,0.0167,0.2234,0.41743,0.52235,8.59,8.12,7.53,15.51,31.11,59.89,4.48,2.4,1.91
5135600,3401000,2237300,80502,51193,32588,302.43,189.93,127.66,1.98E-10,1.89E-10,1.82E-10,1.25E-10,1.24E-10,1.23E-10,3.39E-10,3.35E-10,3.13E-10,5129.6,2129.3,881.05,0.81076,0.32442,0.12984,0.000029964,0.000012018,5.10E-06,665070,538650,388630,1458.1,1720.7,2780.4,54.574,12.27,4.6429,1.95E-10,1.85E-10,1.77E-10,1.24E-10,1.24E-10,1.23E-10,3.29E-10,3.34E-10,3.14E-10,5199.2,2176,904.69,0.81818,0.32466,0.12985,0.00003086,0.000012044,5.09E-06,2.61E-08,4.56E-08,7.71E-08,1.50E-07,6.04E-07,2.71E-06,0.00060306,0.00033655,0.00028872,38298000,21927000,12964000,6686700,1655900,369650,1658.2,2971.3,3463.6,1.96E-07,2.99E-07,4.50E-07,0.000012479,0.000019659,0.000031075,0.0033241,0.0052866,0.0078695,-82.65,-80.76,-80.09,-89.23,-91.81,-94.83,-100.42,-93.61,-87.89,0.12902,0.16262,0.17475,0.01338,0.03159,0.08451,0.18385,0.0631,0.03684,7.75,6.15,5.72,74.76,31.66,11.83,5.44,15.85,27.14
2051800,1347900,885180,31218,20161,12939,150.26,104.5,80.098,4.96E-10,4.75E-10,4.57E-10,3.23E-10,3.15E-10,3.09E-10,6.72E-10,6.25E-10,5.34E-10,2046.8,846.24,349.86,0.31393,0.12781,0.051715,0.000015095,6.43E-06,3.00E-06,284570,189010,134550,1803.9,448.05,398.14,10.927,25.105,28.362,4.80E-10,4.63E-10,4.43E-10,3.18E-10,3.13E-10,3.07E-10,6.66E-10,5.87E-10,4.66E-10,2113,868.13,361.06,0.319,0.12829,0.052087,0.000015236,6.85E-06,3.43E-06,6.42E-08,1.01E-07,1.68E-07,0.00000198,9.71E-07,2.37E-06,0.00047493,0.0022739,0.0043908,15574000,9858700,5964900,505060,1029800,422050,2105.6,439.78,227.75,4.77E-07,7.31E-07,1.11E-06,0.000031735,0.000048957,0.000076319,0.0065997,0.0095049,0.01243,-82.56,-82.27,-81.56,-86.72,-88.93,-91.89,-86,-76.34,-69.5,0.13067,0.13584,0.14847,0.05732,0.01867,0.03293,0.06996,0.24299,0.3739,7.65,7.36,6.74,17.44,53.57,30.37,14.29,4.12,2.67
